STATE,COUNTY,TRACT,BLOCK_GROUP,NAME,GEOID,GEOIDbg,total_pop,total_occupied,total_occupied_renter,total_occupied_owner,total_vacant,seasonal_vacancy,total_dwellings,income_median,moveinyear_all_trimean,moveinyear_owner_trimean,moveinyear_renter_trimean,moveinyear_pct_new_all,moveinyear_pct_new_owner,moveinyear_pct_new_total_owner,moveinyear_pct_new_renter,moveinyear_pct_new_total_renter,rent_lower_quartile,rent_median,rent_upper_quartile,rent_trimean,rentpctincome_median,seasonal_vacancy_pct,gent_index_log,gent_index_pct
36,021,001000,5,Block Group 5; Census Tract 10; Columbia County; New York,36021001000,360210010005,-451.0,-220.0,-30.0,-190.0,46.0,-99.0,-174.0,11286.5,-3.0,-3.0,4.0,-0.0681589489472385,-0.004302671483493857,-0.002866852727307252,-0.6229508196721312,-0.06529209621993128,-234.5,-235.0,604.0,-25.125,0.10258354847138898,-0.10129275077728686,4.118103600911108,0.40838675443608063
36,021,001000,6,Block Group 6; Census Tract 10; Columbia County; New York,36021001000,360210010006,114.52884621319993,-95.62450256940002,-107.7185674338,12.094064864399968,-18.248757556399994,-100.056197382,-113.87326012580002,17494.0,0.0,5.0,,-0.0729908624464883,-0.11637650580262902,-0.0729908624464883,,,,,,,,-0.14450220384902546,11.3790511564139,0.1389097437001106
36,021,001100,1,Block Group 1; Census Tract 11; Columbia County; New York,36021001100,360210011001,93.0,8.0,-11.0,19.0,-54.0,0.0,-46.0,35946.0,10.0,10.0,7.0,-0.00853174603174603,0.0,0.0,-0.005341880341880337,-0.00853174603174603,256.5,238.5,376.5,277.5,-0.2905133848785893,0.0,21.600194894985876,0.49381041533925196
36,021,001100,2,Block Group 2; Census Tract 11; Columbia County; New York,36021001100,360210011002,-1.0,-90.0,-54.0,-36.0,72.0,15.0,-18.0,39374.5,12.0,15.0,1.0,-0.07787433155080214,0.047619047619047616,0.03977272727272727,-0.4642857142857143,-0.11764705882352941,217.0,220.0,297.0,238.5,0.3122974137814855,0.03206518593176996,17.599493893138607,2.6384902039111298
36,021,001100,3,Block Group 3; Census Tract 11; Columbia County; New York,36021001100,360210011003,-112.0,61.0,181.0,-120.0,32.0,32.0,93.0,-4251.0,10.0,2.0,9.0,-0.022594422035762816,0.0015056683986773775,-0.00583464549944997,-0.09090909090909091,-0.01675977653631285,96.0,223.5,249.0,198.0,0.01460008742527752,0.0357438627624963,-4.402998502021159,0.19870807092799797
36,021,001100,4,Block Group 4; Census Tract 11; Columbia County; New York,36021001100,360210011004,295.0,107.0,105.0,2.0,49.0,14.0,156.0,23685.0,6.0,5.0,7.0,-0.1735226372993594,-0.215990099009901,-0.11176491758439502,-0.11764705882352941,-0.06175771971496437,565.0,935.0,1447.0,970.5,0.224091281695808,0.022727272727272728,19.010054876891147,3.1683436925974027
36,021,001200,1,Block Group 1; Census Tract 12; Columbia County; New York,36021001200,360210012001,-94.0,45.0,25.0,20.0,7.0,2.0,52.0,6160.0,6.0,2.0,11.0,-0.0012196121838232293,-0.017465632869689232,-0.011324970278358545,0.023016899067319227,0.010105358094535319,253.25,352.0,518.0,368.8125,-0.0472745348474945,0.0006741951795044658,20.778946398480787,0.3901855598589905
36,021,001200,2,Block Group 2; Census Tract 12; Columbia County; New York,36021001200,360210012002,-493.0,-186.0,-151.0,-35.0,-6.0,0.0,-192.0,-11271.5,3.0,,3.0,0.02017448200654308,,,0.0141212132414099,0.02017448200654308,50.0,855.0,607.0,591.75,0.3097921736669206,0.0,-3.0201897716846053,3.1203644126752366
36,021,001200,3,Block Group 3; Census Tract 12; Columbia County; New York,36021001200,360210012003,-155.0,-94.0,-137.0,43.0,48.0,25.0,-46.0,24182.0,0.0,2.0,3.0,-0.1032258064516129,0.0,0.0,-0.14285714285714285,-0.1032258064516129,-252.0,512.0,-46.0,181.5,-0.0708190066031339,0.07042253521126761,19.734006816130645,0.8162722676886538
36,021,001200,4,Block Group 4; Census Tract 12; Columbia County; New York,36021001200,360210012004,300.0,106.0,7.0,99.0,112.0,56.0,218.0,11713.5,0.0,6.0,-1.0,-0.14111321948134092,0.09090909090909091,0.04516129032258064,-0.2550335570469799,-0.18627450980392157,194.0,499.0,615.0,451.75,0.08096683273561611,0.11991434689507495,14.759670019905018,1.2526289603629124
